symbol,company_name,sector,sub_industry,headquarters,founded,price,pe_ratio,dividend_yield,eps,week_low_52,week_high_52,market_cap,ebitda,price_to_sales,price_to_book
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,"Redwood City, California",1982,206.65,58.87464,0.0037,3.51,146.97,206.82,51817791488.0,1484999936.0,6.880599,7.659661
ELV,Elevance Health,Health Care,Managed Health Care,"Indianapolis, Indiana",2014 (1946),426.79,18.01562,0.0162,23.69,273.71,434.38,92682739712.0,8541000192.0,0.4624518,2.1131356
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,"Ferguson, Missouri",1890,136.09,31.357141,0.0164,4.34,122.64,165.15,76224004096.0,5874999808.0,4.1616077,3.7543104
ETR,Entergy,Utilities,Electric Utilities,"New Orleans, Louisiana",1913,115.41,29.441326,0.0223,3.92,81.91,118.45,53849743360.0,5490236928.0,4.0526805,3.0460029
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1999,138.01,13.732338,0.0292,10.05,101.59,151.87,73508061184.0,12586000384.0,3.118713,2.388212
EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,"Pittsburgh, Pennsylvania",1888,49.81,9.451613,0.0133,5.27,47.94,68.24,31155060736.0,7665675776.0,3.3270652,1.2403197
EFX,Equifax,Industrials,Research & Consulting Services,"Atlanta, Georgia",1899,166.93,30.406193,0.013,5.49,150.75,271.84,20137533440.0,1928899968.0,3.205899,4.385854
EQIX,Equinix,Real Estate,Data Center REITs,"Redwood City, California",1998,1023.54,70.83321,0.019,14.45,720.62,1128.68,100945862656.0,4281999872.0,10.596879,7.0600653
EQR,Equity Residential,Real Estate,Multi-Family Residential REITs,"Chicago, Illinois",1969,68.72,27.821863,0.0403,2.47,57.57,71.5,26551758848.0,1892307968.0,8.529329,2.41674
ERIE,Erie Indemnity,Financials,Insurance Brokers,"Erie, Pennsylvania",1925,238.47,22.646725,0.0237,10.53,204.63,380.67,12469564416.0,826961984.0,3.0489647,5.298274
ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,"San Mateo, California",1971,298.13,33.46016,0.0348,8.91,238.46,303.35,20548966400.0,1278588032.0,10.452053,3.5272472
EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,"New York City, New York",1946,80.86,,0.0173,-0.7,66.22,121.64,29254735872.0,2350000128.0,1.9722736,7.3262663
EG,Everest Group,Financials,Reinsurance,"Hamilton, Bermuda",1973,371.85,7.6923876,0.0212,48.34,302.44,379.22,14714699776.0,,0.84874547,0.96786535
EVRG,Evergy,Utilities,Electric Utilities,"Kansas City, Missouri",1909,86.45,22.99202,0.0322,3.76,67.3,88.62,19927851008.0,2787000064.0,3.3043463,1.9620525
ES,Eversource Energy,Utilities,Electric Utilities,"Hartford, Connecticut",1966,74.64,16.017168,0.0421,4.66,61.53,76.41,28070612992.0,4898722816.0,2.0146492,1.6975983
EXC,Exelon,Utilities,Electric Utilities,"Chicago, Illinois",2000,46.92,17.25,0.0357,2.72,42.47,50.65,48008925184.0,8248999936.0,1.9369372,1.6376963
EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Seattle, Washington",1996,266.28,23.481482,0.0066,11.34,174.05,303.8,31959480320.0,2596999936.0,2.1066165,55.475
EXPD,Expeditors International,Industrials,Air Freight & Logistics,"Seattle, Washington",1979,178.22,28.333864,0.0092,6.29,110.48,178.64,23309596672.0,1137555968.0,2.0839021,10.299949
EXR,Extra Space Storage,Real Estate,Self-Storage REITs,"Salt Lake City, Utah",1977,145.5,32.696632,0.0446,4.45,125.71,155.19,32110964736.0,2284812032.0,9.231472,2.304841
XOM,ExxonMobil,Energy,Integrated Oil & Gas,"Irving, Texas",1999,145.09,24.425924,0.0285,5.96,105.53,176.41,601390383104.0,56007000064.0,1.8447105,2.364146
FFIV,"F5, Inc.",Information Technology,Communications Equipment,"Seattle, Washington",1996,431.26,35.43632,,12.46,223.76,432.74,24331366400.0,903073984.0,7.5454874,6.7063727
FDS,FactSet,Financials,Financial Exchanges & Data,"Norwalk, Connecticut",1978,252.61,16.640974,0.0176,14.58,185.0,441.43,8984212480.0,932542016.0,3.6843815,4.447046
FICO,Fair Isaac,Information Technology,Application Software,"Bozeman, Montana",1956,1210.52,40.48562,,29.9,870.01,1998.01,28073056256.0,1163016960.0,12.444822,-13.417573
FAST,Fastenal,Industrials,Trading Companies & Distributors,"Winona, Minnesota",1967,45.74,41.581818,0.0204,1.1,38.97,50.63,52511125504.0,1888499968.0,6.219634,13.162591
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,"Rockville, Maryland",1962,122.11,21.126297,0.0371,5.78,89.99,126.41,10613605376.0,836086016.0,8.084653,3.3474054
FDX,FedEx,Industrials,Air Freight & Logistics,"Memphis, Tennessee",1971,313.66,16.918015,0.0156,18.54,174.13376,345.37,74841391104.0,11877000192.0,0.79013294,2.3886075
FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,"Jacksonville, Florida",1968,40.58,8.116,0.0401,5.0,37.42,82.62,20974956544.0,3308000000.0,1.8334752,1.3131412
FITB,Fifth Third Bancorp,Financials,Regional Banks,"Cincinnati, Ohio",1858,57.05,19.208754,0.028,2.97,40.05,58.52,51705073664.0,,5.7450085,1.6187612
FSLR,First Solar,Information Technology,Semiconductors,"Tempe, Arizona",1999,220.58,14.258565,,15.47,165.57,320.95,23702063104.0,2272688896.0,4.3738427,2.3993301
FE,FirstEnergy,Utilities,Electric Utilities,"Akron, Ohio",1997,49.23,26.755434,0.0384,1.87,40.01,52.34,28476166144.0,5169999872.0,1.8565762,2.2504115
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,"Dearborn, Michigan",1903,13.94,,0.0433,-1.56,10.68,17.78,55546613760.0,7577999872.0,0.29256463,1.4831364
FTNT,Fortinet,Information Technology,Systems Software,"Sunnyvale, California",2000,166.83,64.41313,,2.59,70.12,167.27,122227728384.0,2361400064.0,17.19217,123.76112
FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,"Everett, Washington",2016,60.68,35.69412,0.0039,1.7,46.34,64.335,18498967552.0,1190200064.0,4.3677025,3.0484803
FOXA,Fox Corporation (Class A),Communication Services,Broadcasting,"New York City, New York",2019,54.87,14.710455,0.01,3.73,48.34,76.39,23039946752.0,3548999936.0,1.4221312,2.1048794
FOX,Fox Corporation (Class B),Communication Services,Broadcasting,"New York City, New York",2019,49.5,13.2,0.0112,3.75,44.08,68.175,20785082368.0,3548999936.0,1.2829506,1.8988798
BEN,Franklin Resources,Financials,Asset Management & Custody Banks,"San Mateo, California",1947,33.14,25.10606,0.0402,1.32,21.11,34.92,17220773888.0,1786899968.0,1.907126,1.4203668
FCX,Freeport-McMoRan,Materials,Copper,"Phoenix, Arizona",1912,61.95,32.77778,0.01,1.89,35.15,72.28,89056829440.0,9783000064.0,3.3706834,4.5642085
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,"Schaffhausen, Switzerland",1989,241.39,26.940847,0.0172,8.96,186.67,273.32,46553559040.0,2166502912.0,6.2371554,5.0225754
IT,Gartner,Information Technology,IT Consulting & Other Services,"Stamford, Connecticut",1979,132.97,13.139328,,10.12,124.25,374.9,8902592512.0,1336962944.0,1.375101,142.36617
GE,GE Aerospace,Industrials,Aerospace & Defense,"Evendale, Ohio",1892,353.73,43.832718,0.0053,8.07,254.66,382.97,369587585024.0,11036999680.0,7.649858,20.438553
GEHC,GE HealthCare,Health Care,Health Care Equipment,"Chicago, Illinois",1994,61.66,14.786571,0.0021,4.17,58.75,89.77,28048627712.0,3521999872.0,1.336986,2.6292
GEV,GE Vernova,Industrials,Heavy Electrical Equipment,"Cambridge, Massachusetts",2024,1066.01,30.483557,0.0019,34.97,530.16,1195.94,286458216448.0,3415000064.0,7.2751293,20.57577
GEN,Gen Digital,Information Technology,Systems Software,"Tempe, Arizona",1982,26.57,16.710691,0.0191,1.59,17.78,32.22,16006667264.0,2388999936.0,3.2013335,6.0856614
GNRC,Generac,Industrials,Heavy Electrical Equipment,"Waukesha, Wisconsin",1959,225.12,70.35,,3.17,134.8,296.44,13252516864.0,527512000.0,3.0631807,4.9451923
GD,General Dynamics,Industrials,Aerospace & Defense,"Reston, Virginia",1899,369.5,23.475224,0.0171,15.74,293.95,380.71,99923951616.0,6487000064.0,1.8570464,3.8258042
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,"Golden Valley, Minnesota",1856,36.46,,0.0667,-0.16,31.75,51.68,19459006464.0,3449600000.0,1.0561427,3.5213442
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,"Detroit, Michigan",1908,76.87,28.054745,0.0094,2.74,48.87,87.62,69311004672.0,18289999872.0,0.3754191,1.1065686
GPC,Genuine Parts Company,Consumer Discretionary,Distributors,"Atlanta, Georgia",1925,122.16,277.63638,0.0344,0.44,90.78,151.57,16995158016.0,2034494976.0,0.6880906,3.756573
GILD,Gilead Sciences,Health Care,Biotechnology,"Foster City, California",1987,130.04,17.887207,0.025,7.27,107.75,157.29,161453735936.0,14737999872.0,5.4295716,6.86843
GPN,Global Payments,Financials,Transaction & Payment Processing Services,"Atlanta, Georgia",2000,75.89,28.211895,0.013,2.69,61.16,90.64,20759218176.0,3920230912.0,2.344286,0.87204826
GL,Globe Life,Financials,Life & Health Insurance,"McKinney, Texas",1900,178.99,12.361189,0.0074,14.48,117.74,182.32,13897635840.0,1638151936.0,2.2882361,2.2911894
GDDY,GoDaddy,Information Technology,Internet Services & Infrastructure,"Tempe, Arizona",1997,91.1,14.4145565,,6.32,71.59,171.42,12062536704.0,1311699968.0,2.401126,50.922302
GS,Goldman Sachs,Financials,Investment Banking & Brokerage,"New York City, New York",1869,1140.0,19.121101,0.0172,59.62,691.3,1143.785,336308469760.0,,5.4654975,3.1998115
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,"Houston, Texas",1919,35.42,19.569061,0.0193,1.81,20.17,43.59,29589786624.0,4123000064.0,1.3347371,2.7436094
HIG,Hartford (The),Financials,Property & Casualty Insurance,"Hartford, Connecticut",1810,138.15,9.91033,0.017,13.94,119.61,144.5,37871169536.0,5520999936.0,1.3153822,2.0467575
HAS,Hasbro,Consumer Discretionary,Leisure Products,"Pawtucket, Rhode Island",1923,78.42,,0.0352,-1.58,69.5,106.98,11095699456.0,1270200064.0,2.30469,17.126009
HCA,HCA Healthcare,Health Care,Health Care Facilities,"Nashville, Tennessee",1968,363.6,12.524974,0.008,29.03,330.0,556.52,80660955136.0,15566000128.0,1.0559375,-12.837171
DOC,Healthpeak Properties,Real Estate,Health Care REITs,"Denver, Colorado",1985,21.66,67.6875,0.0561,0.32,15.7,22.13,14932831232.0,1543782016.0,5.198413,1.924136
HSIC,Henry Schein,Health Care,Health Care Distributors,"Melville, New York",1932,86.91,25.943285,,3.35,61.95,89.29,9900506112.0,1048000000.0,0.739727,3.04488
HSY,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,"Hershey, Pennsylvania",1894,171.46,31.988806,0.0331,5.36,161.29,239.48,34779525120.0,2260761088.0,2.9003909,7.346817
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals","Houston, Texas",2015,49.56,46.317757,0.0121,1.07,19.635,64.25,65627529216.0,5631000064.0,1.6916928,2.5929995
HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Tysons Corner, Virginia",1919,325.86,49.749615,0.0019,6.61,253.54,358.0,74181492736.0,3003000064.0,14.628572,-12.599954
HD,Home Depot (The),Consumer Discretionary,Home Improvement Retail,"Atlanta, Georgia",1978,337.74,23.919264,0.0276,14.12,289.1,426.75,336766173184.0,24945999872.0,2.0215027,24.269903
HON,Honeywell Technologies,Industrials,Industrial Conglomerates,"Charlotte, North Carolina",1906,222.68,17.757576,0.0428,12.54,195.86786,260.28317,70550937600.0,8526000128.0,1.8733653,5.191402
HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,"Austin, Minnesota",1891,24.81,28.848837,0.0478,0.86,19.7,30.09,13652551680.0,1251180032.0,1.1174338,1.7175493
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,"Bethesda, Maryland",1993,23.38,15.904761,0.0347,1.47,15.12,25.41,16220255232.0,1668999936.0,2.6259115,2.3455055
HWM,Howmet Aerospace,Industrials,Aerospace & Defense,"Pittsburgh, Pennsylvania",1888,276.78,64.2181,0.0018,4.31,169.45,290.63,110741749760.0,2560999936.0,12.842602,20.098759
HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals","Palo Alto, California",1939 (2015),24.63,9.122222,0.0484,2.7,17.56,29.65,22524692480.0,4712000000.0,0.39230007,-156.87897
HUBB,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,"Shelton, Connecticut",1888,483.89,28.581808,0.0119,16.93,403.82,565.4999,25569607680.0,1466700032.0,4.264373,6.7848682
HUM,Humana,Health Care,Managed Health Care,"Louisville, Kentucky",1961,406.77,43.36567,0.0087,9.4,163.11,415.0,48837414912.0,3361999872.0,0.35595784,2.6284943
HBAN,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1866,17.85,13.73077,0.0346,1.29,14.89,19.46,36184281088.0,,4.360603,1.2201792
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,"Newport News, Virginia",2011,280.0,18.205462,0.0194,15.12,250.91,460.0,11033127936.0,1134000000.0,0.85867596,2.1421797
IBM,IBM,Information Technology,IT Consulting & Other Services,"Armonk, New York",1911,217.07,25.719196,0.0233,8.44,212.34,332.46,204020908032.0,16611000320.0,2.9606438,6.1873274
IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,"Northbrook, Illinois",1988,222.74,32.949703,0.0132,6.79,157.25,230.18,16486114304.0,951600000.0,4.670155,4.0865226
IDXX,Idexx Laboratories,Health Care,Health Care Equipment,"Westbrook, Maine",1983,540.68,41.49501,,13.03,506.91,769.98,42650460160.0,1545885952.0,9.592792,27.532333
ITW,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,"Glenview, Illinois",1912,272.28,25.187788,0.0237,10.81,238.82,303.16,78334959616.0,4728000000.0,4.8292313,24.260893
INCY,Incyte,Health Care,Biotechnology,"Wilmington, Delaware",1991,114.88,16.225988,,7.08,67.17,118.97,22950973440.0,1548935040.0,4.2810836,4.085203
IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",1859,79.01,53.385136,0.001,1.48,68.07,100.96,30919524352.0,2021799936.0,3.973568,3.0383787
PODD,Insulet Corporation,Health Care,Health Care Equipment,"Acton, Massachusetts",2000,159.12,37.885715,,4.2,138.79,354.88,11021393920.0,602000000.0,3.7994325,8.461129
INTC,Intel,Information Technology,Semiconductors,"Santa Clara, California",1968,107.76,,,-0.6,18.97,142.35,541601759232.0,14174000128.0,10.073875,4.8590884
ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,"Atlanta, Georgia",2000,137.61,20.030567,0.0151,6.87,121.79,189.35,77820174336.0,6624000000.0,7.457611,2.6422303
IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,"New York City, New York",1958 (1889),74.67,23.117647,0.0213,3.23,59.14,84.45,19063508992.0,1879000064.0,1.7671032,1.3495635
IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,"Memphis, Tennessee",1898,36.5,,0.05,-5.12,29.26,56.13,19327369216.0,4007000064.0,0.79402524,1.3049229
INTU,Intuit,Information Technology,Application Software,"Mountain View, California",1983,282.43,17.662914,0.0166,15.99,252.84,813.7,77255049216.0,6409999872.0,3.6919975,3.7549691
ISRG,Intuitive Surgical,Health Care,Health Care Equipment,"Sunnyvale, California",1995,379.5,46.16788,,8.22,378.5,603.88,134404800512.0,3885600000.0,12.701146,7.6966763
IVZ,Invesco,Financials,Asset Management & Custody Banks,"Atlanta, Georgia",1935,28.73,,0.0303,-1.49,16.49,29.82,12735911936.0,1327600000.0,1.9319082,1.3069783
INVH,Invitation Homes,Real Estate,Single-Family Residential REITs,"Dallas, Texas",2012,30.23,31.489584,0.0399,0.96,24.25,32.67,17957888000.0,1492500992.0,6.4609385,1.9751714
IQV,IQVIA,Health Care,Life Sciences Tools & Services,"Durham, North Carolina",1982,207.83,25.785358,,8.06,154.5,247.05,34686828544.0,3000999936.0,2.0855477,5.5757365
IRM,Iron Mountain,Real Estate,Other Specialized REITs,"Portsmouth, New Hampshire",1951,122.66,133.3261,0.0282,0.92,77.77,134.68,36494376960.0,2449746944.0,5.036933,-30.03428
JBHT,J.B. Hunt,Industrials,Cargo Ground Transportation,"Lowell, Arkansas",1961,280.87,43.54574,0.0064,6.45,130.12,294.98,26485815296.0,1608156032.0,2.1827419,7.368628
JBL,Jabil,Information Technology,Electronic Manufacturing Services,"St. Petersburg, Florida",1966,326.82,40.954887,0.001,7.98,189.6,428.93,34246516736.0,2396999936.0,1.019545,25.894938
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,"Monett, Missouri",1976,145.37,20.303072,0.0158,6.91,121.04,193.39,10328651776.0,715414016.0,4.1056967,4.849061
J,Jacobs Solutions,Industrials,Construction & Engineering,"Dallas, Texas",1947,129.26,38.12979,0.0114,3.39,105.68,168.44,15263133696.0,1025032000.0,1.1585295,4.6396265
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,"New Brunswick, New Jersey",1886,253.85,29.380787,0.0208,8.64,154.8,269.43,611072016384.0,34325000192.0,6.341421,7.524826
JCI,Johnson Controls,Industrials,Building Products,"Cork, Ireland",1885,145.24,44.415905,0.0111,3.27,102.09,151.18,88613191680.0,4320000000.0,3.6267831,6.555335
JPM,JPMorgan Chase,Financials,Diversified Banks,"New York City, New York",2000 (1799 / 1871),342.89,16.429804,0.0179,20.87,279.1,344.73,918777692160.0,,5.2937484,2.67092
KVUE,Kenvue,Consumer Staples,Personal Care Products,"Skillman, New Jersey",2022 (Johnson & Johnson spinoff),18.76,22.333334,0.0432,0.84,14.02,22.87,36019363840.0,3470000128.0,2.3554382,3.3954751
KDP,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Burlington, Massachusetts",1981,30.26,22.414814,0.0294,1.35,24.88,35.94,41170530304.0,4441999872.0,2.4298,1.6296854
KEY,KeyCorp,Financials,Regional Banks,"Cleveland, Ohio",1825,23.3,14.207316,0.0353,1.64,16.47,23.72,25149290496.0,,3.492472,1.4487346
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,"Santa Rosa, California",2014 (1939),325.73,51.53956,,6.32,152.846,374.963,55665745920.0,1430000000.0,9.143519,8.785468
KMB,Kimberly-Clark,Consumer Staples,Household Products,"Irving, Texas",1872,106.82,20.661509,0.0465,5.17,92.42,137.46,35457867776.0,3351000064.0,2.1416929,19.741268
KIM,Kimco Realty,Real Estate,Retail REITs,"Jericho, New York",1958,25.25,29.02299,0.0414,0.87,19.76,26.08,17028341760.0,1311730048.0,7.877991,1.6390783
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,"Houston, Texas",1997,32.54,21.838926,0.0364,1.49,25.6,34.81,72395833344.0,7437000192.0,4.131239,2.3112438
KKR,KKR & Co.,Financials,Asset Management & Custody Banks,"New York City, New York",1976,97.21,32.95254,0.0077,2.95,82.67,153.87,90642636800.0,,3.5750198,3.0931017
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,"Milpitas, California",1975/1977 (1997),230.37,62.94262,0.0041,3.66,83.224,307.37,300926599168.0,5850215936.0,22.977352,51.64089
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois; Pittsburgh, Pennsylvania",2015 (1869),25.08,,0.0634,-4.83,21.035,29.19,29739302912.0,5761999872.0,1.1900482,0.7095168
KR,Kroger,Consumer Staples,Food Retail,"Cincinnati, Ohio",1883,58.74,34.350876,0.0243,1.71,54.15,76.58,35986903040.0,8080000000.0,0.24209964,6.348898
LHX,L3Harris,Industrials,Aerospace & Defense,"Melbourne, Florida","2019 (L3 1997, Harris 1895)",290.01,31.4886,0.0173,9.21,260.06,379.23,54027399168.0,2146000000.0,4.2025046,2.8216307
LH,Labcorp,Health Care,Health Care Services,"Burlington, North Carolina",1978,275.68,24.504889,0.0104,11.25,241.81,293.72,22605758464.0,2252999936.0,1.5982352,2.5993323
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,"Fremont, California",1980,346.1,62.472927,0.0032,5.54,90.94,438.5,432822648832.0,7847764992.0,19.962446,40.890835
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,"Las Vegas, Nevada",1988,44.78,16.96212,0.024,2.64,44.59,70.45,29672898560.0,4830000128.0,2.1595995,24.781404
LDOS,Leidos,Industrials,Diversified Support Services,"Reston, Virginia",1969,106.56,9.749313,0.0161,10.93,98.86,205.77,13403699200.0,2404000000.0,0.7734837,2.6737592
LEN,Lennar,Consumer Discretionary,Homebuilding,"Miami, Florida",1954,83.71,13.120689,0.0241,6.45,81.18,144.24,20165330944.0,2285495040.0,0.6159754,0.9326916
LLY,Lilly (Eli),Health Care,Pharmaceuticals,"Indianapolis, Indiana",1876,1152.54,42.0175,0.0059,27.43,623.78,1249.45,1027767664640.0,36215001088.0,14.225355,33.00799
LIN,Linde plc,Materials,Industrial Gases,"Guildford, United Kingdom",1879,522.54,34.720264,0.0122,15.05,387.78,548.2,241594941440.0,13589999616.0,6.9714313,6.267873
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,"Beverly Hills, California",2010,181.56,,,-1.78,125.34,188.0,42251333632.0,1493752064.0,1.6496489,-300.59604
LMT,Lockheed Martin,Industrials,Aerospace & Defense,"Bethesda, Maryland",1995,514.99,25.182884,0.0265,20.45,410.11,692.0,118737952768.0,7994999808.0,1.5809383,15.81616
L,Loews Corporation,Financials,Multi-line Insurance,"New York City, New York",1959,114.47,14.563613,0.0021,7.86,89.32,119.1,23554363392.0,3182000128.0,1.2721773,1.2593236
LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,"Mooresville, North Carolina",1904/1946/1959,207.68,17.540539,0.0241,11.84,203.4,293.06,116447641600.0,12597000192.0,1.3167746,-12.568385
LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Vancouver, Canada",1998,117.32,9.499595,,12.35,104.44,233.75,13322145792.0,2565969920.0,1.1891011,2.7818747
LYB,LyondellBasell,Materials,Specialty Chemicals,"Rotterdam, Netherlands",2007,58.55,,0.0706,-2.13,41.58,83.94,18899048448.0,2220999936.0,0.63691056,1.8822734
MTB,M&T Bank,Financials,Regional Banks,"Buffalo, New York",1856,241.85,13.58708,0.0247,17.8,174.76,246.395,35417739264.0,,3.8042684,1.3912939
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,"Findlay, Ohio",2009 (1887),303.4,19.960526,0.0132,15.53,158.0,303.69,88573575168.0,10257999872.0,0.651535,5.3063297
MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Bethesda, Maryland",1927,363.19,38.030365,0.008,9.55,253.76,410.98,95769075712.0,4735000064.0,13.330885,-23.49376
MLM,Martin Marietta Materials,Materials,Construction Materials,"Raleigh, North Carolina",1993,573.75,35.703175,0.0058,16.07,525.38,710.97,34451333120.0,2110000000.0,5.4254065,3.0501418
MAS,Masco,Industrials,Building Products,"Livonia, Michigan",1929,77.85,18.849878,0.0168,4.13,58.16,83.21,15705025536.0,1448000000.0,2.0451915,-64.87499
MA,Mastercard,Financials,Transaction & Payment Processing Services,"Harrison, New York",1966,538.02,31.171495,0.0065,17.27,464.52,601.77,475385823232.0,21376999424.0,14.007067,71.016365
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,"Hunt Valley, Maryland",1889,52.85,8.942471,0.0357,5.91,44.82,73.84,14208803840.0,1451500032.0,1.9238002,2.0311298
MCD,McDonald's,Consumer Discretionary,Restaurants,"Chicago, Illinois",1940,268.94,22.171476,0.0273,12.13,264.53,341.75,191083446272.0,14869000192.0,6.96216,-148.58565
MCK,McKesson Corporation,Health Care,Health Care Distributors,"Irving, Texas",1833,803.37,20.953835,0.004,37.92,637.0,999.0,94056742912.0,6883999744.0,0.23314264,-44.385082
MDT,Medtronic,Health Care,Health Care Equipment,"Galway, Ireland",1949,79.3,22.40113,0.0345,3.54,73.31,106.33,101507588096.0,10103000064.0,2.7914307,2.0523837
MRK,Merck & Co.,Health Care,Pharmaceuticals,"Kenilworth, New Jersey",1891,120.78,34.022537,0.0274,3.45,76.66,130.29,298305388544.0,29517000704.0,4.5357223,6.501938
META,Meta Platforms,Communication Services,Interactive Media & Services,"Menlo Park, California",2004,661.04,23.864258,0.0032,27.7,520.26,796.25,1677999341568.0,109308000000.0,7.8059916,6.8849006
MET,MetLife,Financials,Life & Health Insurance,"New York City, New York",1868,92.54,17.89942,0.0255,5.15,67.33,93.81,59543642112.0,5943000064.0,0.7674732,2.1879137
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,"Columbus, Ohio",1945,1314.83,30.85007,,42.62,1023.05,1525.17,26569558016.0,1217576960.0,6.4965706,-634.26434
MGM,MGM Resorts,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",1986,46.67,63.931503,,0.73,29.19,51.59,11940576256.0,2273850880.0,0.6740255,4.90695
MCHP,Microchip Technology,Information Technology,Semiconductors,"Chandler, Arizona",1989,87.11,378.73914,0.0216,0.23,48.52,105.91,47301459968.0,1219100032.0,10.036168,7.3411427
MU,Micron Technology,Information Technology,Semiconductors,"Boise, Idaho",1978,983.12,22.227448,0.0006,46.4,103.38,1255.0,1110328999936.0,68222001152.0,12.299544,15.304575
MSFT,Microsoft,Information Technology,Systems Software,"Redmond, Washington",1975,384.93,22.953487,0.0093,16.77,349.2,555.45,2859427430400.0,184457000000.0,8.984198,6.9012313
MAA,Mid-America Apartment Communities,Real Estate,Multi-Family Residential REITs,"Memphis, Tennessee",1977,133.68,40.50909,0.045,3.3,120.3,153.93,15951584256.0,1239638016.0,7.206316,2.8072827
MRNA,Moderna,Health Care,Biotechnology,"Cambridge, Massachusetts",2010,67.44,,,-8.14,22.28,85.6,26759266304.0,-2299000064.0,12.026637,3.6141481
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,"Chicago, Illinois","2005 (Molson 1786, Coors 1873)",38.86,,0.0481,-10.28,38.04,54.82,7288245760.0,2444699904.0,0.6514458,0.7257447
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",2012,58.8,29.108912,0.0334,2.02,51.2,71.15,75478605824.0,5216000000.0,1.9203798,2.9312065
MPWR,Monolithic Power Systems,Information Technology,Semiconductors,"Kirkland, Washington",1997,1376.41,92.56288,0.0062,14.87,686.87,1714.09,67623026688.0,857198976.0,22.8681,18.38842
MNST,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,"Corona, California",2012 (1935),98.005,46.892345,,2.09,58.09,99.15,95849684992.0,2822268928.0,10.900587,10.9821825
MCO,Moody's Corporation,Financials,Financial Exchanges & Data,"New York City, New York",1909,494.73,35.592087,0.0083,13.9,402.28,546.88,86417670144.0,3814000128.0,10.97646,28.864063
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,"New York City, New York",1935,227.67,20.041374,0.0181,11.36,135.26,232.11,359100448768.0,,4.907487,3.440267
MOS,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,"Tampa, Florida",2004 (1865 / 1909),22.94,163.85715,0.0394,0.14,19.8,37.53,7291402240.0,1993100032.0,0.5866207,0.6177128
